@relation nursery_attribute_selection

@attribute health {recommended,priority,not_recom}
@attribute class {not_recom,recommend,very_recom,priority,spec_prior}

@data
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,priority
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,spec_prior
priority,spec_prior
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,priority
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
recommended,very_recom
priority,priority
not_recom,not_recom
